Region,Date,Year,Month,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"Snoqualmie, WA",6/30/2013,2013,7,$435K,-7.4%,2.9%,47,34.3%,113.6%,63,43.2%,110.0%,89,39.1%,4.7%,8,-15,-49,100.6%,0.0%,1.5%
"Snoqualmie, WA",7/31/2013,2013,8,$475K,9.2%,14.5%,31,-34.0%,-32.6%,46,-27.0%,43.8%,103,15.7%,27.2%,10,2,-31,99.7%,-0.9%,-0.1%
"Snoqualmie, WA",8/31/2013,2013,9,$405K,-14.7%,2.2%,34,9.7%,3.0%,40,-13.0%,37.9%,99,-3.9%,23.8%,26,16,-15,99.9%,0.1%,1.2%
"Snoqualmie, WA",9/30/2013,2013,10,$402K,-0.7%,-2.3%,40,17.6%,73.9%,30,-25.0%,30.4%,97,-2.0%,34.7%,42,16,4,100.9%,1.0%,2.1%
"Snoqualmie, WA",10/31/2013,2013,11,$382K,-4.9%,-8.9%,21,-47.5%,-22.2%,23,-23.3%,-34.3%,92,-5.2%,27.8%,37,-5,-21,100.4%,-0.4%,0.2%
"Snoqualmie, WA",11/30/2013,2013,12,$507K,32.6%,19.4%,33,57.1%,-5.7%,8,-65.2%,-83.7%,73,-20.7%,-20.7%,36,-1,0,100.5%,0.1%,1.4%
"Snoqualmie, WA",12/31/2013,2013,1,$371K,-26.9%,-14.7%,18,-45.5%,28.6%,29,262.5%,11.5%,62,-15.1%,-6.1%,60,24,13,99.1%,-1.3%,0.6%
"Snoqualmie, WA",1/31/2014,2014,2,$440K,18.7%,2.7%,33,83.3%,0.0%,42,44.8%,75.0%,80,29.0%,40.4%,88,28,44,99.8%,0.7%,-0.2%
"Snoqualmie, WA",2/28/2014,2014,3,$455K,3.4%,2.2%,30,-9.1%,-23.1%,51,21.4%,30.8%,87,8.7%,52.6%,32,-56,2,99.6%,-0.2%,-0.4%
"Snoqualmie, WA",3/31/2014,2014,4,$441K,-3.0%,-4.1%,32,6.7%,-13.5%,36,-29.4%,-35.7%,70,-19.5%,12.9%,13,-19,-20,100.7%,1.1%,0.4%
"Snoqualmie, WA",4/30/2014,2014,5,$499K,13.1%,20.2%,41,28.1%,5.1%,92,155.6%,95.7%,66,-5.7%,0.0%,20,7,3,97.9%,-2.8%,-3.3%
"Snoqualmie, WA",5/31/2014,2014,6,$482K,-3.4%,2.6%,50,22.0%,42.9%,43,-53.3%,-2.3%,70,6.1%,9.4%,17,-3,-6,99.7%,1.8%,-1.0%
"Snoqualmie, WA",6/30/2014,2014,7,$520K,7.8%,19.5%,45,-10.0%,-4.3%,53,23.3%,-15.9%,87,24.3%,-2.2%,17,0,9,99.4%,-0.3%,-1.2%
"Snoqualmie, WA",7/31/2014,2014,8,$528K,1.5%,11.1%,49,8.9%,58.1%,39,-26.4%,-15.2%,82,-5.7%,-20.4%,15,-2,5,99.6%,0.2%,-0.1%
"Snoqualmie, WA",8/31/2014,2014,9,$530K,0.5%,30.9%,51,4.1%,50.0%,30,-23.1%,-25.0%,76,-7.3%,-23.2%,21,6,-5,100.8%,1.2%,1.0%
"Snoqualmie, WA",9/30/2014,2014,10,$433K,-18.4%,7.5%,44,-13.7%,10.0%,29,-3.3%,-3.3%,68,-10.5%,-29.9%,41,20,-1,100.8%,0.0%,0.0%
"Snoqualmie, WA",10/31/2014,2014,11,$491K,13.5%,28.4%,24,-45.5%,14.3%,11,-62.1%,-52.2%,55,-19.1%,-40.2%,35,-6,-2,100.1%,-0.7%,-0.3%
"Snoqualmie, WA",11/30/2014,2014,12,$564K,14.9%,11.3%,26,8.3%,-21.2%,20,81.8%,150.0%,54,-1.8%,-26.0%,38,3,2,100.4%,0.3%,0.0%
"Snoqualmie, WA",12/31/2014,2014,1,$555K,-1.7%,49.7%,21,-19.2%,16.7%,25,25.0%,-13.8%,50,-7.4%,-19.4%,90,52,30,99.7%,-0.7%,0.6%
"Snoqualmie, WA",1/31/2015,2015,2,$510K,-8.1%,15.9%,30,42.9%,-9.1%,41,64.0%,-2.4%,30,-40.0%,-62.5%,25,-65,-63,99.8%,0.1%,0.0%
"Snoqualmie, WA",2/28/2015,2015,3,$500K,-2.0%,9.9%,45,50.0%,50.0%,50,22.0%,-2.0%,26,-13.3%,-70.1%,17,-8,-15,99.7%,-0.1%,0.1%
"Snoqualmie, WA",3/31/2015,2015,4,$525K,5.1%,19.1%,50,11.1%,56.3%,66,32.0%,83.3%,52,100.0%,-25.7%,7,-10,-6,100.3%,0.6%,-0.4%
"Snoqualmie, WA",4/30/2015,2015,5,$500K,-4.9%,0.1%,44,-12.0%,7.3%,65,-1.5%,-29.3%,39,-25.0%,-40.9%,7,0,-13,101.8%,1.4%,3.9%
"Snoqualmie, WA",5/31/2015,2015,6,$543K,8.6%,12.5%,66,50.0%,32.0%,49,-24.6%,14.0%,44,12.8%,-37.1%,9,2,-8,101.0%,-0.8%,1.3%
"Snoqualmie, WA",6/30/2015,2015,7,$505K,-6.9%,-2.9%,48,-27.3%,6.7%,45,-8.2%,-15.1%,40,-9.1%,-54.0%,8,-1,-9,100.6%,-0.4%,1.2%
"Snoqualmie, WA",7/31/2015,2015,8,$475K,-5.9%,-10.0%,53,10.4%,8.2%,37,-17.8%,-5.1%,36,-10.0%,-56.1%,18,10,3,99.9%,-0.7%,0.3%
"Snoqualmie, WA",8/31/2015,2015,9,$462K,-2.8%,-12.9%,42,-20.8%,-17.6%,35,-5.4%,16.7%,30,-16.7%,-60.5%,18,0,-3,99.9%,0.0%,-0.9%
"Snoqualmie, WA",9/30/2015,2015,10,$539K,16.7%,24.6%,36,-14.3%,-18.2%,22,-37.1%,-24.1%,21,-30.0%,-69.1%,9,-9,-32,100.4%,0.5%,-0.5%
"Snoqualmie, WA",10/31/2015,2015,11,$583K,8.1%,18.6%,22,-38.9%,-8.3%,14,-36.4%,27.3%,8,-61.9%,-85.5%,18,9,-17,100.0%,-0.3%,-0.1%
"Snoqualmie, WA",11/30/2015,2015,12,$475K,-18.5%,-15.8%,29,31.8%,11.5%,6,-57.1%,-70.0%,7,-12.5%,-87.0%,24,6,-14,98.9%,-1.1%,-1.5%
"Snoqualmie, WA",12/31/2015,2015,1,$465K,-2.1%,-16.2%,9,-69.0%,-57.1%,23,283.3%,-8.0%,12,71.4%,-76.0%,3,-21,-87,100.3%,1.3%,0.5%
"Snoqualmie, WA",1/31/2016,2016,2,$530K,14.0%,3.9%,15,66.7%,-50.0%,47,104.3%,14.6%,25,108.3%,-16.7%,5,2,-20,100.2%,-0.1%,0.4%
"Snoqualmie, WA",2/29/2016,2016,3,$503K,-5.1%,0.6%,36,140.0%,-20.0%,33,-29.8%,-34.0%,19,-24.0%,-26.9%,7,2,-10,101.0%,0.8%,1.3%
"Snoqualmie, WA",3/31/2016,2016,4,$540K,7.4%,2.8%,33,-8.3%,-34.0%,46,39.4%,-30.3%,27,42.1%,-48.1%,9,2,2,101.9%,0.9%,1.6%
"Snoqualmie, WA",4/30/2016,2016,5,$572K,5.9%,14.5%,35,6.1%,-20.5%,55,19.6%,-15.4%,29,7.4%,-25.6%,5,-4,-2,101.7%,-0.2%,-0.1%
"Snoqualmie, WA",5/31/2016,2016,6,$562K,-1.7%,3.7%,46,31.4%,-30.3%,68,23.6%,38.8%,49,69.0%,11.4%,7,2,-2,102.0%,0.3%,1.0%
"Snoqualmie, WA",6/30/2016,2016,7,$585K,4.0%,15.8%,35,-23.9%,-27.1%,52,-23.5%,15.6%,49,0.0%,22.5%,5,-2,-3,102.4%,0.4%,1.8%
"Snoqualmie, WA",7/31/2016,2016,8,$606K,3.5%,27.5%,42,20.0%,-20.8%,41,-21.2%,10.8%,52,6.1%,44.4%,8,3,-10,101.1%,-1.2%,1.2%
"Snoqualmie, WA",8/31/2016,2016,9,$600K,-0.9%,30.0%,31,-26.2%,-26.2%,40,-2.4%,14.3%,34,-34.6%,13.3%,15,7,-3,100.6%,-0.5%,0.7%
"Snoqualmie, WA",9/30/2016,2016,10,$575K,-4.2%,6.7%,39,25.8%,8.3%,30,-25.0%,36.4%,34,0.0%,61.9%,10,-5,1,100.3%,-0.4%,-0.1%
"Snoqualmie, WA",10/31/2016,2016,11,$585K,1.7%,0.4%,30,-23.1%,36.4%,22,-26.7%,57.1%,27,-20.6%,237.5%,9,-1,-9,99.7%,-0.6%,-0.4%
"Snoqualmie, WA",11/30/2016,2016,12,$615K,5.1%,29.5%,33,10.0%,13.8%,9,-59.1%,50.0%,11,-59.3%,57.1%,8,-1,-16,99.6%,-0.1%,0.7%
"Snoqualmie, WA",12/31/2016,2016,1,$560K,-8.9%,20.4%,21,-36.4%,133.3%,33,266.7%,43.5%,23,109.1%,91.7%,7,-1,4,99.6%,0.0%,-0.7%
"Snoqualmie, WA",1/31/2017,2017,2,$700K,25.0%,32.1%,17,-19.0%,13.3%,37,12.1%,-21.3%,18,-21.7%,-28.0%,3,-4,-2,101.2%,1.6%,1.0%
"Snoqualmie, WA",2/28/2017,2017,3,$695K,-0.7%,38.2%,35,105.9%,-2.8%,46,24.3%,39.4%,29,61.1%,52.6%,5,2,-2,103.4%,2.3%,2.5%
"Snoqualmie, WA",3/31/2017,2017,4,$681K,-2.1%,26.1%,26,-25.7%,-21.2%,39,-15.2%,-15.2%,20,-31.0%,-25.9%,5,0,-4,104.0%,0.6%,2.1%
"Snoqualmie, WA",4/30/2017,2017,5,$635K,-6.7%,11.0%,42,61.5%,20.0%,43,10.3%,-21.8%,19,-5.0%,-34.5%,5,0,0,103.2%,-0.8%,1.5%
"Snoqualmie, WA",5/31/2017,2017,6,$693K,9.1%,23.1%,52,23.8%,13.0%,56,30.2%,-17.6%,32,68.4%,-34.7%,5,0,-2,103.8%,0.6%,1.7%
"Snoqualmie, WA",6/30/2017,2017,7,$677K,-2.2%,15.7%,41,-21.2%,17.1%,44,-21.4%,-15.4%,31,-3.1%,-36.7%,6,1,1,101.9%,-1.8%,-0.5%
"Snoqualmie, WA",7/31/2017,2017,8,$699K,3.2%,15.4%,46,12.2%,9.5%,38,-13.6%,-7.3%,23,-25.8%,-55.8%,8,2,0,101.0%,-0.9%,-0.1%
"Snoqualmie, WA",8/31/2017,2017,9,$695K,-0.5%,15.8%,35,-23.9%,12.9%,32,-15.8%,-20.0%,26,13.0%,-23.5%,6,-2,-9,101.7%,0.7%,1.0%
"Snoqualmie, WA",9/30/2017,2017,10,$674K,-3.0%,17.2%,33,-5.7%,-15.4%,21,-34.4%,-30.0%,14,-46.2%,-58.8%,14,8,4,99.5%,-2.1%,-0.7%
"Snoqualmie, WA",10/31/2017,2017,11,$630K,-6.6%,7.6%,26,-21.2%,-13.3%,23,9.5%,4.5%,17,21.4%,-37.0%,10,-4,1,101.6%,2.0%,1.9%
"Snoqualmie, WA",11/30/2017,2017,12,$708K,12.5%,15.2%,36,38.5%,9.1%,8,-65.2%,-11.1%,13,-23.5%,18.2%,8,-2,0,101.6%,0.0%,2.0%
"Snoqualmie, WA",12/31/2017,2017,1,$638K,-9.9%,13.9%,12,-66.7%,-42.9%,26,225.0%,-21.2%,14,7.7%,-39.1%,8,0,1,102.0%,0.4%,2.4%
"Snoqualmie, WA",1/31/2018,2018,2,$659K,3.3%,-5.9%,22,83.3%,29.4%,29,11.5%,-21.6%,15,7.1%,-16.7%,7,-1,4,103.4%,1.4%,2.2%
"Snoqualmie, WA",2/28/2018,2018,3,$822K,24.7%,18.2%,42,90.9%,20.0%,41,41.4%,-10.9%,17,13.3%,-41.4%,7,0,2,103.7%,0.3%,0.3%
"Snoqualmie, WA",3/31/2018,2018,4,$777K,-5.4%,14.1%,44,4.8%,69.2%,43,4.9%,10.3%,22,29.4%,10.0%,7,0,2,102.2%,-1.5%,-1.8%
"Snoqualmie, WA",4/30/2018,2018,5,$780K,0.4%,22.8%,37,-15.9%,-11.9%,58,34.9%,34.9%,40,81.8%,110.5%,9,2,4,103.0%,0.8%,-0.2%
"Snoqualmie, WA",5/31/2018,2018,6,$745K,-4.6%,7.5%,48,29.7%,-7.7%,66,13.8%,17.9%,61,52.5%,90.6%,7,-2,2,102.4%,-0.6%,-1.3%
"Snoqualmie, WA",6/30/2018,2018,7,$690K,-7.3%,1.9%,45,-6.3%,9.8%,54,-18.2%,22.7%,65,6.6%,109.7%,8,1,2,100.9%,-1.5%,-1.0%
"Snoqualmie, WA",7/31/2018,2018,8,$675K,-2.2%,-3.4%,49,8.9%,6.5%,33,-38.9%,-13.2%,63,-3.1%,173.9%,13,5,5,99.8%,-1.1%,-1.2%
"Snoqualmie, WA",8/31/2018,2018,9,$710K,5.2%,2.2%,29,-40.8%,-17.1%,33,0.0%,3.1%,59,-6.3%,126.9%,25,12,19,98.3%,-1.5%,-3.3%
"Snoqualmie, WA",9/30/2018,2018,10,$688K,-3.1%,2.1%,39,34.5%,18.2%,13,-60.6%,-38.1%,38,-35.6%,171.4%,18,-7,4,99.9%,1.6%,0.4%
"Snoqualmie, WA",10/31/2018,2018,11,$699K,1.6%,11.0%,24,-38.5%,-7.7%,16,23.1%,-30.4%,27,-28.9%,58.8%,51,33,41,99.2%,-0.7%,-2.3%
"Snoqualmie, WA",11/30/2018,2018,12,$726K,3.9%,2.5%,29,20.8%,-19.4%,7,-56.3%,-12.5%,18,-33.3%,38.5%,45,-6,37,98.5%,-0.7%,-3.1%
"Snoqualmie, WA",12/31/2018,2018,1,$741K,2.1%,16.2%,18,-37.9%,50.0%,18,157.1%,-30.8%,24,33.3%,71.4%,19,-26,11,98.0%,-0.6%,-4.0%
"Snoqualmie, WA",1/31/2019,2019,2,$499K,-32.7%,-24.3%,12,-33.3%,-45.5%,14,-22.2%,-51.7%,23,-4.2%,53.3%,32,13,25,98.1%,0.1%,-5.3%
"Snoqualmie, WA",2/28/2019,2019,3,$614K,23.1%,-25.3%,22,83.3%,-47.6%,46,228.6%,12.2%,35,52.2%,105.9%,24,-8,17,98.7%,0.6%,-5.1%
"Snoqualmie, WA",3/31/2019,2019,4,$680K,10.8%,-12.5%,33,50.0%,-25.0%,40,-13.0%,-7.0%,35,0.0%,59.1%,7,-17,0,99.3%,0.6%,-2.9%
"Snoqualmie, WA",4/30/2019,2019,5,$635K,-6.6%,-18.6%,34,3.0%,-8.1%,54,35.0%,-6.9%,54,54.3%,35.0%,14,7,5,100.0%,0.7%,-3.0%
"Snoqualmie, WA",5/31/2019,2019,6,$719K,13.2%,-3.4%,39,14.7%,-18.8%,36,-33.3%,-45.5%,45,-16.7%,-26.2%,18,4,11,99.0%,-1.0%,-3.4%
"Snoqualmie, WA",6/30/2019,2019,7,$645K,-10.4%,-6.6%,34,-12.8%,-24.4%,41,13.9%,-24.1%,49,8.9%,-24.6%,19,1,11,99.3%,0.3%,-1.6%
"Snoqualmie, WA",7/31/2019,2019,8,$723K,12.2%,7.1%,38,11.8%,-22.4%,27,-34.1%,-18.2%,47,-4.1%,-25.4%,15,-4,2,99.2%,-0.1%,-0.6%
"Snoqualmie, WA",8/31/2019,2019,9,$760K,5.1%,7.0%,31,-18.4%,6.9%,19,-29.6%,-42.4%,32,-31.9%,-45.8%,25,10,0,99.2%,0.0%,0.9%
"Snoqualmie, WA",9/30/2019,2019,10,$735K,-3.3%,6.8%,27,-12.9%,-30.8%,20,5.3%,53.8%,21,-34.4%,-44.7%,29,4,11,98.3%,-1.0%,-1.7%
"Snoqualmie, WA",10/31/2019,2019,11,$651K,-11.5%,-6.9%,14,-48.1%,-41.7%,13,-35.0%,-18.8%,12,-42.9%,-55.6%,19,-10,-32,98.3%,0.0%,-1.0%
"Snoqualmie, WA",11/30/2019,2019,12,$678K,4.2%,-6.7%,22,57.1%,-24.1%,8,-38.5%,14.3%,9,-25.0%,-50.0%,25,6,-20,99.9%,1.6%,1.3%
"Snoqualmie, WA",12/31/2019,2019,1,$699K,3.2%,-5.7%,11,-50.0%,-38.9%,18,125.0%,0.0%,13,44.4%,-45.8%,10,-15,-9,99.0%,-0.9%,1.0%
"Snoqualmie, WA",1/31/2020,2020,2,$730K,4.4%,46.4%,15,36.4%,25.0%,28,55.6%,100.0%,10,-23.1%,-56.5%,6,-4,-26,100.1%,1.2%,2.0%
"Snoqualmie, WA",2/29/2020,2020,3,$721K,-1.3%,17.4%,29,93.3%,31.8%,42,50.0%,-8.7%,25,150.0%,-28.6%,4,-2,-20,101.8%,1.6%,3.1%
"Snoqualmie, WA",3/31/2020,2020,4,$773K,7.2%,13.6%,22,-24.1%,-33.3%,26,-38.1%,-35.0%,28,12.0%,-20.0%,3,-1,-4,101.3%,-0.4%,2.1%
"Snoqualmie, WA",4/30/2020,2020,5,$740K,-4.2%,16.5%,22,0.0%,-35.3%,40,53.8%,-25.9%,22,-21.4%,-59.3%,12,9,-2,100.2%,-1.1%,0.3%
"Snoqualmie, WA",5/31/2020,2020,6,$741K,0.1%,3.0%,42,90.9%,7.7%,43,7.5%,19.4%,27,22.7%,-40.0%,5,-7,-13,100.7%,0.5%,1.8%
"Snoqualmie, WA",6/30/2020,2020,7,$870K,17.5%,35.0%,41,-2.4%,20.6%,39,-9.3%,-4.9%,19,-29.6%,-61.2%,8,3,-11,101.3%,0.5%,2.0%
"Snoqualmie, WA",7/31/2020,2020,8,$752K,-13.6%,3.9%,48,17.1%,26.3%,40,2.6%,48.1%,20,5.3%,-57.4%,7,-1,-8,101.2%,0.0%,2.0%
"Snoqualmie, WA",8/31/2020,2020,9,$845K,12.4%,11.2%,34,-29.2%,9.7%,22,-45.0%,15.8%,9,-55.0%,-71.9%,5,-2,-20,102.7%,1.5%,3.5%
"Snoqualmie, WA",9/30/2020,2020,10,$839K,-0.7%,14.1%,33,-2.9%,22.2%,27,22.7%,35.0%,4,-55.6%,-81.0%,9,4,-20,101.5%,-1.2%,3.3%
"Snoqualmie, WA",10/31/2020,2020,11,$800K,-4.7%,22.9%,26,-21.2%,85.7%,13,-51.9%,0.0%,3,-25.0%,-75.0%,6,-3,-13,102.4%,0.8%,4.1%
"Snoqualmie, WA",11/30/2020,2020,12,$835K,4.4%,23.3%,22,-15.4%,0.0%,23,76.9%,187.5%,5,66.7%,-44.4%,5,-1,-20,102.5%,0.1%,2.6%
"Snoqualmie, WA",12/31/2020,2020,1,$830K,-0.6%,18.7%,21,-4.5%,90.9%,25,8.7%,38.9%,4,-20.0%,-69.2%,5,0,-5,108.4%,6.0%,9.5%
"Snoqualmie, WA",1/31/2021,2021,2,$800K,-3.6%,9.6%,16,-23.8%,6.7%,30,20.0%,7.1%,8,100.0%,-20.0%,5,0,-1,110.0%,1.6%,9.9%
"Tacoma, WA",1/31/2012,2012,2,$141K,6.2%,-14.1%,238,5.8%,28.0%,340,4.9%,-13.3%,"1,326",-4.5%,-23.6%,68,-18,-24,98.1%,1.2%,1.1%
"Tacoma, WA",2/29/2012,2012,3,$140K,-0.4%,-12.2%,327,37.4%,22.9%,360,5.9%,-28.1%,"1,265",-4.6%,-30.0%,72,4,-10,97.8%,-0.3%,0.6%
"Tacoma, WA",3/31/2012,2012,4,$145K,3.6%,-13.7%,259,-20.8%,0.8%,400,11.1%,-16.8%,"1,287",1.7%,-30.9%,69,-3,-2,98.8%,1.0%,1.0%
"Tacoma, WA",4/30/2012,2012,5,$155K,6.9%,3.4%,308,18.9%,18.0%,407,1.8%,-3.1%,"1,275",-0.9%,-31.4%,65,-4,-5,98.7%,-0.1%,2.0%
"Tacoma, WA",5/31/2012,2012,6,$160K,3.0%,1.7%,322,4.5%,-0.3%,392,-3.7%,-14.2%,"1,300",2.0%,-29.7%,56,-9,-8,98.4%,-0.2%,1.6%
"Tacoma, WA",6/30/2012,2012,7,$155K,-2.9%,-1.9%,277,-14.0%,-0.4%,376,-4.1%,-5.8%,"1,261",-3.0%,-30.2%,44,-12,-28,97.9%,-0.5%,0.0%
"Tacoma, WA",7/31/2012,2012,8,$151K,-2.9%,0.4%,320,15.5%,14.3%,348,-7.4%,-20.7%,"1,260",-0.1%,-29.8%,38,-6,-25,97.6%,-0.3%,0.3%
"Tacoma, WA",8/31/2012,2012,9,$168K,11.3%,11.7%,252,-21.3%,-1.6%,366,5.2%,-4.9%,"1,241",-1.5%,-29.2%,49,11,-25,98.3%,0.8%,1.4%
"Tacoma, WA",9/30/2012,2012,10,$163K,-2.9%,10.5%,298,18.3%,20.6%,381,4.1%,1.6%,"1,216",-2.0%,-27.5%,56,7,-12,98.1%,-0.2%,0.2%
"Tacoma, WA",10/31/2012,2012,11,$160K,-1.7%,5.5%,281,-5.7%,7.3%,260,-31.8%,-20.5%,"1,113",-8.5%,-30.0%,44,-12,-37,97.6%,-0.5%,0.8%
"Tacoma, WA",11/30/2012,2012,12,$155K,-3.1%,4.0%,281,0.0%,-1.4%,221,-15.0%,-7.9%,"1,026",-7.8%,-29.8%,49,5,-15,98.2%,0.6%,0.7%
"Tacoma, WA",12/31/2012,2012,1,$156K,0.9%,18.2%,236,-16.0%,4.9%,369,67.0%,13.9%,990,-3.5%,-28.7%,56,7,-30,98.2%,-0.1%,1.2%
"Tacoma, WA",1/31/2013,2013,2,$164K,4.6%,16.4%,247,4.7%,3.8%,396,7.3%,16.5%,"1,008",1.8%,-24.0%,62,6,-6,98.2%,0.0%,0.1%
"Tacoma, WA",2/28/2013,2013,3,$159K,-2.6%,13.8%,344,39.3%,5.2%,472,19.2%,31.1%,"1,009",0.1%,-20.2%,42,-20,-30,98.8%,0.6%,1.0%
"Tacoma, WA",3/31/2013,2013,4,$175K,9.9%,20.7%,357,3.8%,37.8%,467,-1.1%,16.8%,"1,034",2.5%,-19.7%,34,-8,-35,98.9%,0.2%,0.1%
"Tacoma, WA",4/30/2013,2013,5,$170K,-2.9%,9.7%,397,11.2%,28.9%,538,15.2%,32.2%,"1,125",8.8%,-11.8%,37,3,-28,98.9%,0.0%,0.2%
"Tacoma, WA",5/31/2013,2013,6,$168K,-1.2%,5.2%,357,-10.1%,10.9%,508,-5.6%,29.6%,"1,199",6.6%,-7.8%,32,-5,-24,98.8%,-0.2%,0.3%
"Tacoma, WA",6/30/2013,2013,7,$172K,2.4%,11.0%,414,16.0%,49.5%,528,3.9%,40.4%,"1,269",5.8%,0.6%,27,-5,-17,99.4%,0.6%,1.5%
"Tacoma, WA",7/31/2013,2013,8,$184K,7.0%,22.3%,437,5.6%,36.6%,484,-8.3%,39.1%,"1,336",5.3%,6.0%,29,2,-9,99.1%,-0.3%,1.5%
"Tacoma, WA",8/31/2013,2013,9,$180K,-2.2%,7.4%,302,-30.9%,19.8%,432,-10.7%,18.0%,"1,380",3.3%,11.2%,35,6,-14,100.0%,0.9%,1.7%
"Tacoma, WA",9/30/2013,2013,10,$172K,-4.4%,5.7%,351,16.2%,17.8%,394,-8.8%,3.4%,"1,307",-5.3%,7.5%,38,3,-18,98.9%,-1.1%,0.8%
"Tacoma, WA",10/31/2013,2013,11,$160K,-7.0%,0.1%,298,-15.1%,6.0%,338,-14.2%,30.0%,"1,288",-1.5%,15.7%,40,2,-4,98.4%,-0.5%,0.8%
"Tacoma, WA",11/30/2013,2013,12,$170K,6.3%,9.7%,318,6.7%,13.2%,268,-20.7%,21.3%,"1,228",-4.7%,19.7%,50,10,1,99.2%,0.8%,1.0%
"Tacoma, WA",12/31/2013,2013,1,$170K,0.1%,8.8%,222,-30.2%,-5.9%,385,43.7%,4.3%,"1,172",-4.6%,18.4%,59,9,3,97.0%,-2.2%,-1.2%
"Tacoma, WA",1/31/2014,2014,2,$170K,-0.1%,4.0%,265,19.4%,7.3%,424,10.1%,7.1%,"1,181",0.8%,17.2%,67,8,5,98.4%,1.4%,0.2%
"Tacoma, WA",2/28/2014,2014,3,$180K,5.9%,13.0%,355,34.0%,3.2%,473,11.6%,0.2%,"1,153",-2.4%,14.3%,57,-10,15,98.7%,0.3%,0.0%
"Tacoma, WA",3/31/2014,2014,4,$180K,0.0%,2.8%,389,9.6%,9.0%,485,2.5%,3.9%,"1,120",-2.9%,8.3%,40,-17,6,98.8%,0.1%,-0.1%
"Tacoma, WA",4/30/2014,2014,5,$185K,2.8%,8.8%,428,10.0%,7.8%,587,21.0%,9.1%,"1,154",3.0%,2.6%,38,-2,1,99.1%,0.3%,0.2%
"Tacoma, WA",5/31/2014,2014,6,$194K,5.0%,15.6%,432,0.9%,21.0%,564,-3.9%,11.0%,"1,280",10.9%,6.8%,33,-5,1,98.9%,-0.2%,0.2%
"Tacoma, WA",6/30/2014,2014,7,$189K,-2.5%,10.0%,412,-4.6%,-0.5%,555,-1.6%,5.1%,"1,421",11.0%,12.0%,24,-9,-3,99.6%,0.7%,0.2%
"Tacoma, WA",7/31/2014,2014,8,$190K,0.5%,3.4%,406,-1.5%,-7.1%,518,-6.7%,7.0%,"1,442",1.5%,7.9%,35,11,6,98.7%,-0.9%,-0.4%
"Tacoma, WA",8/31/2014,2014,9,$193K,1.2%,7.0%,364,-10.3%,20.5%,437,-15.6%,1.2%,"1,399",-3.0%,1.4%,39,4,4,98.4%,-0.3%,-1.6%
"Tacoma, WA",9/30/2014,2014,10,$190K,-1.3%,10.5%,391,7.4%,11.4%,400,-8.5%,1.5%,"1,326",-5.2%,1.5%,53,14,15,98.2%,-0.2%,-0.8%
"Tacoma, WA",10/31/2014,2014,11,$195K,2.6%,21.9%,343,-12.3%,15.1%,315,-21.3%,-6.8%,"1,190",-10.3%,-7.6%,49,-4,9,98.3%,0.1%,-0.1%
"Tacoma, WA",11/30/2014,2014,12,$185K,-5.1%,8.8%,369,7.6%,16.0%,247,-21.6%,-7.8%,"1,093",-8.2%,-11.0%,55,6,5,98.8%,0.5%,-0.4%
"Tacoma, WA",12/31/2014,2014,1,$176K,-4.7%,3.6%,272,-26.3%,22.5%,364,47.4%,-5.5%,"1,033",-5.5%,-11.9%,50,-5,-9,98.3%,-0.5%,1.3%
"Tacoma, WA",1/31/2015,2015,2,$199K,12.6%,16.8%,290,6.6%,9.4%,386,6.0%,-9.0%,991,-4.1%,-16.1%,54,4,-13,98.8%,0.5%,0.4%
"Tacoma, WA",2/28/2015,2015,3,$208K,4.5%,15.3%,394,35.9%,11.0%,574,48.7%,21.4%,997,0.6%,-13.5%,55,1,-2,99.0%,0.3%,0.3%
"Tacoma, WA",3/31/2015,2015,4,$210K,1.2%,16.7%,467,18.5%,20.1%,499,-13.1%,2.9%,"1,001",0.4%,-10.6%,29,-26,-11,98.9%,-0.1%,0.1%
"Tacoma, WA",4/30/2015,2015,5,$210K,0.0%,13.5%,431,-7.7%,0.7%,564,13.0%,-3.9%,"1,063",6.2%,-7.9%,23,-6,-15,99.8%,0.9%,0.7%
"Tacoma, WA",5/31/2015,2015,6,$215K,2.4%,10.7%,471,9.3%,9.0%,545,-3.4%,-3.4%,"1,051",-1.1%,-17.9%,24,1,-9,99.8%,0.0%,0.8%
"Tacoma, WA",6/30/2015,2015,7,$210K,-2.3%,11.0%,545,15.7%,32.3%,602,10.5%,8.5%,"1,112",5.8%,-21.7%,26,2,2,99.7%,0.0%,0.2%
"Tacoma, WA",7/31/2015,2015,8,$225K,7.1%,18.2%,459,-15.8%,13.1%,522,-13.3%,0.8%,"1,090",-2.0%,-24.4%,24,-2,-11,99.9%,0.2%,1.3%
"Tacoma, WA",8/31/2015,2015,9,$210K,-6.6%,9.2%,450,-2.0%,23.6%,459,-12.1%,5.0%,"1,023",-6.1%,-26.9%,26,2,-13,99.1%,-0.8%,0.7%
"Tacoma, WA",9/30/2015,2015,10,$215K,2.3%,13.2%,426,-5.3%,9.0%,445,-3.1%,11.3%,971,-5.1%,-26.8%,28,2,-25,99.3%,0.2%,1.2%
